2006 01 01 00 53736.0	 -1.442533904969248e-07  -3.894144514222803e-07  -4.940179488418745e-10   2.365043059280546e-08   1.190701633141169e-08  -7.738320277223066e-11
2006 01 01 03 53736.125	 -1.520630599448032e-07  -3.834130628479442e-07  -5.159396532080013e-10   2.212755129516195e-09   3.065757925423187e-08  -7.299177149528074e-11
2006 01 01 06 53736.250	 -1.526695633011373e-07  -3.806807586325137e-07  -5.303149030156738e-10   4.301774521163430e-08   6.515514777227822e-08  -7.141688213228003e-11
2006 01 01 09 53736.375	 -1.544625687906995e-07  -3.801624195278969e-07  -5.549834136551859e-10   6.908702709079627e-08   5.665224540192258e-08  -1.305442270440910e-10
2006 01 01 12 53736.500	 -1.552440741731387e-07  -3.725948600812103e-07  -5.599154468340676e-10   9.849651332777813e-08   1.634273654037757e-08  -1.916660728977321e-10
2006 01 01 15 53736.625	 -1.583980428109644e-07  -3.721354060344292e-07  -5.762521363294846e-10   1.009853636001509e-07  -7.677325564338117e-09  -2.198845037885890e-10
2006 01 01 18 53736.750	 -1.608508592486331e-07  -3.736140993923589e-07  -5.722026529726105e-10   1.501760139501725e-07  -7.337112015094859e-09  -2.672500503715194e-10
2006 01 01 21 53736.875	 -1.622950362244131e-07  -3.751809450799472e-07  -5.795654714720795e-10   1.103484409006216e-07  -5.398660303932029e-08  -3.282936182960794e-10
2006 01 02 00 53737.0	 -1.668371868697578e-07  -3.683333167635732e-07  -5.851992570002822e-10   5.854462098251271e-08  -9.965106824733807e-08  -3.503774699327319e-10
2006 01 02 03 53737.125	 -1.725271059234341e-07  -3.694297313237686e-07  -5.817865320663010e-10   1.998234703191626e-08  -7.557415847632498e-08  -5.010942087709195e-10
2006 01 02 06 53737.250	 -1.707128370612260e-07  -3.681346876361559e-07  -5.790684763053438e-10   7.553488774768163e-08  -4.257337246068024e-08  -6.478881994283100e-10
2006 01 02 09 53737.375	 -1.688004317442985e-07  -3.686943864653074e-07  -5.923716617554150e-10   5.016691799509899e-08  -5.220218765798470e-08  -6.500209968365397e-10
2006 01 02 12 53737.500	 -1.677552295425598e-07  -3.669663391319137e-07  -6.003158823038944e-10   3.501544385289335e-08  -4.607981546779439e-08  -6.424652088749691e-10
2006 01 02 15 53737.625	 -1.714052171716053e-07  -3.726454774169545e-07  -6.214987674211477e-10   3.371405355827829e-08  -1.710693697691278e-08  -6.000217264199807e-10
2006 01 02 18 53737.750	 -1.694508373192731e-07  -3.689069242864986e-07  -6.351223811483578e-10   7.136323402765329e-08  -1.644511982110668e-08  -5.751167353016095e-10
2006 01 02 21 53737.875	 -1.674699754170803e-07  -3.651442176195717e-07  -6.687574161218880e-10   6.112004729162514e-08  -5.350785497993283e-08  -6.190190789483212e-10
2006 01 03 00 53738.0	 -1.668642717631416e-07  -3.622168834719124e-07  -6.767604760318176e-10   7.195494106254167e-08  -6.221665025019551e-08  -6.614970823232096e-10
2006 01 03 03 53738.125	 -1.685877294964490e-07  -3.619561919768122e-07  -7.020311782909506e-10   7.205405750660847e-08  -4.724293055938069e-08  -7.990822533806111e-10
2006 01 03 06 53738.250	 -1.638110759994052e-07  -3.551621530785257e-07  -7.263301882088301e-10   1.030529848366293e-07  -2.691147069078946e-08  -9.750766746532207e-10
2006 01 03 09 53738.375	 -1.581053086280898e-07  -3.562149434476014e-07  -7.589779387942210e-10   6.949422440535763e-08  -7.231885077782661e-08  -1.046301447440570e-09
2006 01 03 12 53738.500	 -1.583377642098667e-07  -3.516918293000527e-07  -7.876346328823752e-10   6.328089939138973e-08  -1.025474505239363e-07  -1.096823787445721e-09
2006 01 03 15 53738.625	 -1.598934937478212e-07  -3.481660472259434e-07  -8.210969950974836e-10   5.034929331207808e-08  -8.977780698989388e-08  -1.094298957617882e-09
2006 01 03 18 53738.750	 -1.554426045287207e-07  -3.464724689086142e-07  -8.276673941943201e-10   6.516544342005016e-08  -6.829647088203569e-08  -1.127678566897051e-09
2006 01 03 21 53738.875	 -1.513528094292585e-07  -3.469810719781520e-07  -8.499087329016760e-10   3.398570626342542e-08  -9.398210691088577e-08  -1.205048731873741e-09
2006 01 04 00 53739.0	 -1.481261604509093e-07  -3.395352180560688e-07  -8.616531681944787e-10   4.619563331874618e-08  -1.000719184390394e-07  -1.228300415075091e-09
2006 01 04 03 53739.125	 -1.464025385693569e-07  -3.369098614141231e-07  -8.736251422524062e-10   1.580866798087948e-08  -9.223617907770849e-08  -1.243232262105281e-09
2006 01 04 06 53739.250	 -1.402762127866703e-07  -3.301865522569661e-07  -8.642246811028272e-10   2.493054024187354e-08  -7.342534408744335e-08  -1.307475120910961e-09
2006 01 04 09 53739.375	 -1.331982021656803e-07  -3.215373309515891e-07  -8.805853063195302e-10   9.926560217321429e-09  -6.787261157332249e-08  -1.351388356357512e-09
2006 01 04 12 53739.500	 -1.269659436137490e-07  -3.136510885640027e-07  -8.895439761373794e-10   2.171859876658917e-08  -5.963892472937217e-08  -1.354091570136539e-09
