omega_x,omega_y,omega_z
3.17041624550388e-08,-1.81998491811431e-07,0.262516143137499
2.95792376468432e-08,-1.83913627767229e-07,0.26251614312977
2.69950878358604e-08,-1.85254919731952e-07,0.262516143122041
2.41050495077229e-08,-1.85919211722055e-07,0.262516143114396
2.11104621619302e-08,-1.85841946641888e-07,0.26251614310675
1.82117041361311e-08,-1.85013014108296e-07,0.262516143099105
1.56086563255746e-08,-1.83463047835861e-07,0.262516143095512
1.34768664154304e-08,-1.81298986405301e-07,0.262516143091919
1.19674567709076e-08,-1.78661068749945e-07,0.262516143088326
1.11826119880271e-08,-1.75724010645314e-07,0.262516143085919
1.1189991039564e-08,-1.72692759440109e-07,0.262516143083512
1.19951897703999e-08,-1.69779014394178e-07,0.262516143081105
1.35544966758028e-08,-1.67184519519917e-07,0.262516143058731
1.5755627152399e-08,-1.65102165040337e-07,0.262516143036357
1.84475453977241e-08,-1.63688373169728e-07,0.262516143013983
2.14352996438912e-08,-1.63055755206755e-07,0.262516142991729
2.45126263718988e-08,-1.63265915271592e-07,0.262516142969476
2.74563998953625e-08,-1.64321203697071e-07,0.262516142947222
3.00569156144048e-08,-1.66173799755696e-07,0.262516142942143
3.2110951146709e-08,-1.68700888280067e-07,0.262516142937065
3.34558326363752e-08,-1.71741515882048e-07,0.262516142931987
3.39735502308335e-08,-1.75098883094027e-07,0.262516142927526
3.36058102372262e-08,-1.78546361537214e-07,0.262516142923065
3.23541443441204e-08,-1.8185362017383e-07,0.262516142913747
3.02849857038901e-08,-1.84770229548756e-07,0.262516142894341
2.7506674539155e-08,-1.87105450109551e-07,0.262516142874935
2.41891410531263e-08,-1.88689512711964e-07,0.262516142855529
2.05409018698244e-08,-1.89400994148009e-07,0.262516142837543
1.67987831884195e-08,-1.8917790445383e-07,0.262516142819557
1.32086321473755e-08,-1.88020543251496e-07,0.26251614280157
1.00104685268937e-08,-1.86007805680161e-07,0.262516142808865
7.42330773272442e-09,-1.83249975094992e-07,0.26251614281616
5.62482238066841e-09,-1.79924955781621e-07,0.262516142823455
4.73321255731796e-09,-1.76251764923558e-07,0.262516142829765
4.82289766189619e-09,-1.72479363334774e-07,0.262516142836075
5.89414963449222e-09,-1.68864699477619e-07,0.262516142842384
7.87432068345944e-09,-1.65647449262777e-07,0.262516142836737
1.06371463055298e-08,-1.6306567633558e-07,0.26251614283109
1.39977928405021e-08,-1.61305641503104e-07,0.262516142825442
1.7723328604126e-08,-1.60498733139687e-07,0.262516142820152
2.15615473814163e-08,-1.60718532852035e-07,0.262516142814862
2.52446695850333e-08,-1.61967099018631e-07,0.262516142809572
2.85260604177034e-08,-1.64178648736675e-07,0.262516142811289
3.11553421934706e-08,-1.6721469442856e-07,0.262516142813005
3.29370210367105e-08,-1.70884571704205e-07,0.262516142814722
3.37299708616282e-08,-1.74949113513108e-07,0.26251614281573
3.34577956337943e-08,-1.79145638510066e-07,0.262516142816738
3.21197195772491e-08,-1.83200744581624e-07,0.262516142814812
2.97788744693312e-08,-1.8683328762397e-07,0.262516142806269
2.65705358326689e-08,-1.89799816365822e-07,0.262516142797727
2.26900688342235e-08,-1.91895086742767e-07,0.262516142789184
1.83781694851059e-08,-1.92975827177824e-07,0.262516142781791
1.39132300206855e-08,-1.92954443053187e-07,0.262516142774398
9.58346344074208e-09,-1.91821724869913e-07,0.262516142767005
5.67932896896339e-09,-1.89638192977728e-07,0.262516142773281
2.44945257432788e-09,-1.86542897035264e-07,0.262516142779556
1.0930701166265e-10,-1.82734736961967e-07,0.262516142785832
-1.19158820827726e-09,-1.78464494039509e-07,0.262516142793913
-1.3543023514723e-09,-1.74014992544965e-07,0.262516142801995
-3.64341697254097e-10,-1.69683879191506e-07,0.262516142810076
1.71467691056275e-09,-1.65772240274983e-07,0.262516142796421
4.74997145122403e-09,-1.62540883208391e-07,0.262516142782767
8.54028815855944e-09,-1.60215846466451e-07,0.262516142769112
1.28208715321297e-08,-1.58967993515339e-07,0.26251614275625
1.73140605501971e-08,-1.5889527425023e-07,0.262516142743388
2.17133760142508e-08,-1.60018515910421e-07,0.262516142730527
2.5726988960236e-08,-1.62268329280388e-07,0.262516142734398
2.90613396338033e-08,-1.65518127617199e-07,0.26251614273827
3.14795276015104e-08,-1.69565506778399e-07,0.262516142742142
3.28003647079615e-08,-1.74151728811665e-07,0.262516142744368
3.29194191273188e-08,-1.78983297372267e-07,0.262516142746595
3.18082723255112e-08,-1.83745235418674e-07,0.262516142761089
2.95299106284567e-08,-1.88126182850729e-07,0.262516142747416
2.62068367990998e-08,-1.91832582828204e-07,0.262516142733742
2.20413987932993e-08,-1.94616524442493e-07,0.262516142720069
1.7291329536967e-08,-1.96292362418853e-07,0.262516142704776
1.22605322021704e-08,-1.96740552324273e-07,0.262516142689484
7.27098122946777e-09,-1.95924610843222e-07,0.262516142674191
2.64865493290819e-09,-1.9388053379973e-07,0.262516142679563
-1.3128368505083e-09,-1.9074618537395e-07,0.262516142684935
-4.35446319419363e-09,-1.86722649716596e-07,0.262516142690307
-6.28430546342692e-09,-1.8207689169577e-07,0.262516142698104
-6.96545646742933e-09,-1.77110424303732e-07,0.262516142705901
-6.35224890075199e-09,-1.72151749574876e-07,0.262516142713698
-4.47622017340282e-09,-1.67537585119132e-07,0.262516142713839
-1.46671593991167e-09,-1.63570256956465e-07,0.262516142713979
2.47763985580253e-09,-1.60519870823335e-07,0.26251614271412
7.0828718527551e-09,-1.58601334037912e-07,0.262516142715475
1.20541658940841e-08,-1.57952698202589e-07,0.262516142716831
1.70573607827005e-08,-1.58629586313862e-07,0.262516142718186
2.17585621718901e-08,-1.60598216679452e-07,0.262516142724093
2.58321654455025e-08,-1.63743144224958e-07,0.262516142730001
