2010 01 01 00 55197.0	  7.239596418435146e-08   1.325787267020239e-08  -9.049295935958689e-10   2.365358575858366e-07  -3.867316108688638e-08   2.043756773620499e-09
2010 01 01 03 55197.125	  6.978364402623298e-08   1.376776358299693e-08  -9.644916342817142e-10   2.159940731030077e-07  -8.600843578288518e-08   2.076606403735868e-09
2010 01 01 06 55197.250	  7.013018805048724e-08   1.946937427995513e-08  -1.031796135480878e-09   1.871799567613194e-07  -1.203242087459230e-07   2.153739046494350e-09
2010 01 01 09 55197.375	  6.957923311061426e-08   2.126298896815059e-08  -1.070903543642120e-09   1.701187194838433e-07  -1.063339170341123e-07   2.154170163861368e-09
2010 01 01 12 55197.500	  6.388043393136913e-08   2.184533347346957e-08  -1.096264736261097e-09   1.635350808381615e-07  -7.158323613867414e-08   2.129082542364340e-09
2010 01 01 15 55197.625	  5.182633498545444e-08   1.983939430815732e-08  -1.132177887562065e-09   1.432677098426218e-07  -8.403273738896300e-08   2.133618624772589e-09
2010 01 01 18 55197.750	  4.920159710320392e-08   1.846309442002345e-08  -1.175503660174133e-09   9.402341330132779e-08  -7.909510013213359e-08   2.197307043357878e-09
2010 01 01 21 55197.875	  4.489759273174953e-08   1.258497684504347e-08  -1.208638431121110e-09   3.918999487855493e-08  -3.146354942749903e-08   2.228381111363158e-09
2010 01 02 00 55198.0	  3.904711343065070e-08   1.044671223569463e-08  -1.225725230677523e-09   5.369790905876779e-08   7.170303136171106e-09   2.239529906033210e-09
2010 01 02 03 55198.125	  2.938611649354790e-08   8.475675182298073e-09  -1.240155513857299e-09   1.078288050969139e-07   2.737866353658089e-08   2.373555194842048e-09
2010 01 02 06 55198.250	  2.675559827276165e-08   6.158610077994247e-09  -1.267246014794436e-09   1.501712132785380e-07   2.253645012499672e-08   2.549658322719573e-09
2010 01 02 09 55198.375	  2.364525750011453e-08   1.791042305903355e-09  -1.278952137599370e-09   7.883380257324324e-08   2.495039410174516e-08   2.586101601101907e-09
