2004 01 01 12 53005.500	 -7.946054619094171e-08  -4.486650299791008e-08  -5.720583312891428e-10  -1.944738890119940e-11  -3.890360097699730e-11   2.452551740891590e-13
2004 01 02 12 53006.500	 -7.833733315569068e-08  -4.353989637785015e-08  -5.695490875098421e-10  -2.004582398136360e-11  -3.898642459353440e-11   2.452874509320100e-13
2004 01 03 12 53007.500	 -7.809299483009569e-08  -4.260218935450004e-08  -5.604051995266408e-10  -2.062449532309590e-11  -3.904516610618540e-11   2.453991240725430e-13
2004 01 04 12 53008.500	 -7.806895286864472e-08  -4.116971404149017e-08  -5.542535282370403e-10  -2.119018340995390e-11  -3.909424571326990e-11   2.456026955012870e-13
2004 01 05 12 53009.500	 -7.707991074523167e-08  -4.113206955533014e-08  -5.392007258191410e-10  -2.178492270178190e-11  -3.920411829845090e-11   2.461224325862100e-13
2004 01 06 12 53010.500	 -7.631876136317370e-08  -4.258960872065015e-08  -5.304061472423404e-10  -2.240746800292750e-11  -3.930532252977580e-11   2.469624239688400e-13
2004 01 07 12 53011.500	 -7.519710469624572e-08  -4.492772698302999e-08  -5.033670614393421e-10  -2.312314026540250e-11  -3.952639632400960e-11   2.477497250723110e-13
2004 01 08 12 53012.500	 -7.475335158372170e-08  -4.629075306971008e-08  -4.810440233938426e-10  -2.391154437262710e-11  -3.978321484921980e-11   2.486361310536050e-13
2004 01 09 12 53013.500	 -7.399364655569068e-08  -4.735449577337005e-08  -4.578939288146422e-10  -2.465290766554450e-11  -4.010611690601840e-11   2.499297396061320e-13
2004 01 10 12 53014.500	 -7.243553260895369e-08  -4.984717421286018e-08  -4.293920352029400e-10  -2.537149721919670e-11  -4.049916057413530e-11   2.512422214665100e-13
2004 01 11 12 53015.500	 -7.254086752143971e-08  -5.227295736513998e-08  -4.007133836088398e-10  -2.615053046359940e-11  -4.092511247709940e-11   2.525503581912790e-13
2004 01 12 12 53016.500	 -7.328581965786470e-08  -5.330058491900998e-08  -3.611583650218405e-10  -2.700402001115370e-11  -4.136549382672850e-11   2.535371229669350e-13
2004 01 13 12 53017.500	 -7.412944760842972e-08  -5.388396249991003e-08  -3.139736596120416e-10  -2.776247045807940e-11  -4.195255000802600e-11   2.546494990185080e-13
2004 01 14 12 53018.500	 -7.476093537495871e-08  -5.273613316698009e-08  -2.736222732362405e-10  -2.848736448387140e-11  -4.263757362193100e-11   2.558868097189910e-13
2004 01 15 12 53019.500	 -7.634782935780070e-08  -5.253576860860002e-08  -2.372350906128413e-10  -2.937382922507620e-11  -4.344257861675570e-11   2.574393480559260e-13
2004 01 16 12 53020.500	 -7.789172125614572e-08  -5.181979536308998e-08  -2.058310856069410e-10  -3.043463604793340e-11  -4.421097298263310e-11   2.593109867150630e-13
2004 01 17 12 53021.500	 -7.667141680088568e-08  -4.982035978984000e-08  -1.636808057412404e-10  -3.147236376350880e-11  -4.500117537014360e-11   2.612302545667790e-13
2004 01 18 12 53022.500	 -7.488770060538572e-08  -4.877262185384009e-08  -1.427176708278422e-10  -3.258692953640690e-11  -4.588098090425130e-11   2.632646054096540e-13
2004 01 19 12 53023.500	 -7.413284972439669e-08  -4.934307963723008e-08  -1.359223490313413e-10  -3.359710172044610e-11  -4.666457457648160e-11   2.652414771867130e-13
2004 01 20 12 53024.500	 -7.311540251836270e-08  -4.903926288828005e-08  -1.218044239825400e-10  -3.460585299089570e-11  -4.744057861474890e-11   2.669156218771980e-13
2004 01 21 12 53025.500	 -7.108645404577272e-08  -5.007795498952001e-08  -1.019837665132420e-10  -3.557459742131250e-11  -4.812970516367490e-11   2.686230636067920e-13
2004 01 22 12 53026.500	 -6.871298586411372e-08  -5.292965986622001e-08  -6.398349663934002e-11  -3.657008539096840e-11  -4.886567007027750e-11   2.702004986290770e-13
2004 01 23 12 53027.500	 -6.672924169441269e-08  -5.485972665065017e-08  -2.523867763883995e-11  -3.766500317445480e-11  -4.957487993331480e-11   2.721225910226140e-13
2004 01 24 12 53028.500	 -6.498678034148371e-08  -5.537023414547002e-08  -2.771983008042827e-12  -3.884393654930870e-11  -5.026011206785440e-11   2.740130778297450e-13
2004 01 25 12 53029.500	 -6.386453381674569e-08  -5.318988894501002e-08   6.900707262858635e-12  -3.998503064804630e-11  -5.092316994938680e-11   2.757704705211950e-13
2004 01 26 12 53030.500	 -6.357169667631069e-08  -5.239202740095014e-08   1.197636607095987e-11  -4.108634649682390e-11  -5.151392398455080e-11   2.775277578605180e-13
2004 01 27 12 53031.500	 -6.328415025494971e-08  -5.166856660456000e-08   4.314554316305945e-11  -4.212677477484320e-11  -5.214114291857440e-11   2.788944045733000e-13
2004 01 28 12 53032.500	 -6.192136816288470e-08  -4.993169168246018e-08   7.414112343685721e-11  -4.307949723304180e-11  -5.285605315226960e-11   2.799770666526950e-13
2004 01 29 12 53033.500	 -6.118890093852570e-08  -4.790618448102004e-08   8.907601541505938e-11  -4.410735486143290e-11  -5.355449000117790e-11   2.814679318969220e-13
2004 01 30 12 53034.500	 -6.045072844397370e-08  -4.709397843878012e-08   1.026673580319601e-10  -4.508217089067880e-11  -5.430937309738760e-11   2.832235254089990e-13
2004 01 31 12 53035.500	 -5.996941253970169e-08  -4.757019416874999e-08   1.266220177903591e-10  -4.595857023177600e-11  -5.509813703045140e-11   2.852249573339760e-13
2004 02 01 12 53036.500	 -6.076582742074070e-08  -4.693215416406000e-08   1.554847346384572e-10  -4.678943400149720e-11  -5.597002039065940e-11   2.875351205481630e-13
2004 02 02 12 53037.500	 -6.162977564647670e-08  -4.517535287429000e-08   1.865428333071587e-10  -4.750483963576590e-11  -5.684632511144600e-11   2.899715231298910e-13
2004 02 03 12 53038.500	 -6.009236197701671e-08  -4.482080503634000e-08   2.075804547279596e-10  -4.814872014108970e-11  -5.766742520740510e-11   2.924319887807880e-13
2004 02 04 12 53039.500	 -5.970088188030769e-08  -4.565189964695015e-08   2.199827910341587e-10  -4.882070072620620e-11  -5.855321715412830e-11   2.953976126054530e-13
2004 02 05 12 53040.500	 -5.876819199916869e-08  -4.418688789555005e-08   2.380615050296584e-10  -4.949471924863750e-11  -5.951849617644770e-11   2.984192434945520e-13
2004 02 06 12 53041.500	 -5.895917594422370e-08  -4.203719307133998e-08   2.582562521786593e-10  -5.026236303866150e-11  -6.054412046013701e-11   3.010284411887370e-13
2004 02 07 12 53042.500	 -5.916086894486571e-08  -4.266038779447012e-08   2.779786398887575e-10  -5.121477656303080e-11  -6.160934328396631e-11   3.036960188404240e-13
2004 02 08 12 53043.500	 -5.880726715835270e-08  -4.462529209682012e-08   2.878418842031597e-10  -5.219552410728520e-11  -6.272969675681590e-11   3.063460844656200e-13
2004 02 09 12 53044.500	 -5.864486076082969e-08  -4.518698769524012e-08   2.923118571024585e-10  -5.316731861224130e-11  -6.384302780062610e-11   3.088176275472880e-13
2004 02 10 12 53045.500	 -5.801314091061869e-08  -4.492366035100013e-08   2.936444925654595e-10  -5.417265433996410e-11  -6.498578146537830e-11   3.111307657567440e-13
2004 02 11 12 53046.500	 -5.754089403709870e-08  -4.466434774506005e-08   3.013676524228578e-10  -5.515201981862120e-11  -6.609102525211350e-11   3.135417562693170e-13
2004 02 12 12 53047.500	 -5.678797567185270e-08  -4.324966079784003e-08   3.092511503013579e-10  -5.605578604147300e-11  -6.711449059253590e-11   3.158661974725170e-13
2004 02 13 12 53048.500	 -5.679448367525271e-08  -4.373540643154000e-08   3.227600045548587e-10  -5.694416186016120e-11  -6.805049932156130e-11   3.185499652850440e-13
2004 02 14 12 53049.500	 -5.644681981519370e-08  -4.270160038275017e-08   3.421796744626582e-10  -5.784622831212720e-11  -6.894647363942190e-11   3.213632646140310e-13
2004 02 15 12 53050.500	 -5.717966339768971e-08  -4.152370529661999e-08   3.628533822300570e-10  -5.892497529740240e-11  -6.994972701869710e-11   3.243634260029440e-13
2004 02 16 12 53051.500	 -5.656652102364769e-08  -4.203735365987006e-08   3.724877512251578e-10  -6.007506357795981e-11  -7.094715687952640e-11   3.272150064863950e-13
2004 02 17 12 53052.500	 -5.496391781665671e-08  -4.222586124408006e-08   3.795888478709591e-10  -6.124288480753210e-11  -7.198643997986860e-11   3.300601611568670e-13
2004 02 18 12 53053.500	 -5.266401175903370e-08  -4.219370804465011e-08   3.805448203796581e-10  -6.242693255672750e-11  -7.299764423631690e-11   3.329865350140830e-13
2004 02 19 12 53054.500	 -5.153501980307171e-08  -4.297489030035007e-08   3.989899259148581e-10  -6.372829362012260e-11  -7.412291302727801e-11   3.360436466144480e-13
2004 02 20 12 53055.500	 -5.039093338886871e-08  -4.369779078990008e-08   4.225089694908581e-10  -6.495816054786560e-11  -7.535990347439909e-11   3.397423894693640e-13
2004 02 21 12 53056.500	 -5.006239270173470e-08  -4.403002867201011e-08   4.506503594858579e-10  -6.628382589393450e-11  -7.649808022341380e-11   3.432303460879040e-13
2004 02 22 12 53057.500	 -4.892691577832270e-08  -4.358514296012009e-08   4.841413050878589e-10  -6.767703680165700e-11  -7.763956950715630e-11   3.468496510882330e-13
2004 02 23 12 53058.500	 -4.866549471133270e-08  -4.130200472133008e-08   5.180009015457594e-10  -6.905656827632630e-11  -7.883986939056931e-11   3.506991550557070e-13
2004 02 24 12 53059.500	 -4.942047413618270e-08  -3.849225123631000e-08   5.353408255920589e-10  -7.042860555072840e-11  -7.997143272573250e-11   3.544098754857690e-13
2004 02 25 12 53060.500	 -4.926777667441070e-08  -3.616608519270007e-08   5.433625343216576e-10  -7.164473785008100e-11  -8.103182451521690e-11   3.581660882039400e-13
2004 02 26 12 53061.500	 -4.913968560729470e-08  -3.289263133980017e-08   5.525902962289582e-10  -7.271873539584230e-11  -8.206285345980660e-11   3.620210998782340e-13
2004 02 27 12 53062.500	 -4.956988864478369e-08  -3.158246588421014e-08   5.636076507034600e-10  -7.376790702554850e-11  -8.303623791707841e-11   3.658748002668650e-13
2004 02 28 12 53063.500	 -4.953139967333570e-08  -3.358694036666006e-08   5.793018713381587e-10  -7.471863471059540e-11  -8.390955490608799e-11   3.699560589664810e-13
2004 02 29 12 53064.500	 -4.849859935430469e-08  -3.397224305046010e-08   5.762309535883571e-10  -7.561924765279269e-11  -8.468029148871160e-11   3.741084073921980e-13
2004 03 01 12 53065.500	 -4.787615997303171e-08  -3.283130906685006e-08   5.814185397451580e-10  -7.659649668100250e-11  -8.549559211549550e-11   3.779625059011430e-13
